AC113430.1	ENST00000506872	5	+	58197	58915	58915	58915	1	58197,	58915,
OFCC1	ENST00000485268	6	-	9939288	10114774	10114774	10114774	5	9939288,9943128,9947426,10060649,10114729,	9939349,9943333,9947462,10060766,10114774,
OFCC1	ENST00000481704	6	-	9939288	10211608	10211608	10211608	3	9939288,10159393,10211377,	9939349,10159499,10211608,
OFCC1	ENST00000462111	6	-	10060701	10211540	10211540	10211540	3	10060701,10159393,10211377,	10060777,10159499,10211540,
AC215522.3	ENST00000635602	7	+	12703	27199	27199	27199	2	12703,26964,	12822,27199,
AC215522.3	ENST00000635506	7	+	24313	27234	27234	27234	2	24313,26964,	24365,27234,
AC215522.2	ENST00000635373	7	-	19017	31194	31194	31194	4	19017,20833,26288,31059,	19172,21029,26402,31194,
AC215522.2	ENST00000633163	7	-	19618	35457	35457	35457	4	19618,20833,31059,35334,	19895,21029,31606,35457,
AC215522.2	ENST00000632586	7	-	31389	35489	35489	35489	3	31389,33680,35334,	31606,33792,35489,
AC215522.1	ENST00000615488	7	+	37031	37477	37477	37477	1	37031,	37477,
AC093627.1	ENST00000465755	7	-	70971	95683	95683	95683	3	70971,71676,95563,	71571,71833,95683,
AC093627.6	ENST00000478759	7	+	77037	81178	81178	81178	2	77037,80129,	77353,81178,
AC093627.22	ENST00000655297	7	-	115185	132034	132034	132034	3	115185,117907,131870,	115897,118061,132034,
AC093627.5	ENST00000462565	7	-	135852	149438	149438	149438	4	135852,145293,148531,149328,	136271,145415,148618,149438,
AC093627.5	ENST00000658260	7	-	135861	149436	149436	149436	3	135861,148531,149328,	136271,148618,149436,
AC093627.5	ENST00000661789	7	-	135875	149417	149417	149417	4	135875,145293,148531,149328,	136268,145415,148618,149417,
AC093627.5	ENST00000659412	7	-	144439	149466	149466	149466	3	144439,148531,149328,	145415,148618,149466,
AC093627.5	ENST00000480919	7	-	144443	145430	145430	145430	2	144443,145293,	144811,145430,
AC093627.5	ENST00000660888	7	-	144443	149466	149466	149466	4	144443,145293,148531,149328,	144811,145415,148714,149466,
AC093627.5	ENST00000655134	7	-	144443	149168	149168	149168	3	144443,145293,148531,	144811,145415,149168,
AC093627.5	ENST00000655278	7	-	145786	149527	149527	149527	2	145786,149328,	148618,149527,
AC093627.5	ENST00000665089	7	-	145935	149428	149428	149428	3	145935,148531,149328,	147839,148618,149428,
AC093627.5	ENST00000663267	7	-	145949	149431	149431	149431	2	145949,149328,	148635,149431,
AC093627.5	ENST00000667371	7	-	145957	149430	149430	149430	2	145957,149306,	148618,149430,
AC093627.5	ENST00000653553	7	-	147020	148834	148834	148834	2	147020,148531,	147839,148834,
AC093627.5	ENST00000497320	7	-	148010	149466	149466	149466	2	148010,149328,	148618,149466,
AC093627.5	ENST00000487884	7	-	148231	149438	149438	149438	2	148231,149328,	148714,149438,
AC093627.4	ENST00000479592	7	+	149548	154990	154990	154990	3	149548,152440,153408,	150132,152547,154990,
AC093627.4	ENST00000664368	7	+	149564	155417	155417	155417	2	149564,153408,	150132,155417,
AC093627.4	ENST00000648846	7	+	149570	154904	154904	154904	4	149570,151810,152440,153408,	150132,151995,152547,154904,
AC093627.4	ENST00000484550	7	+	149596	155465	155465	155465	2	149596,153408,	152547,155465,
AC093627.4	ENST00000471299	7	+	149777	153938	153938	153938	2	149777,153408,	150132,153938,
AC093627.4	ENST00000492208	7	+	152678	153823	153823	153823	2	152678,153411,	152819,153823,
AC093627.7	ENST00000567533	7	-	161764	164972	164972	164972	1	161764,	164972,
AC093627.2	ENST00000497017	7	+	174919	176013	176013	176013	3	174919,175663,175919,	175284,175772,176013,
AC093627.3	ENST00000467050	7	-	182934	194180	194180	194180	3	182934,183647,193947,	183108,183814,194180,
FAM20C	ENST00000313766	7	+	192570	260772	193199	259980	10	192570,195553,208897,246414,248314,255848,256653,257004,258645,259730,	193804,195732,208976,246507,248430,256029,256763,257086,258705,260772,
FAM20C	ENST00000477004	7	+	195241	208976	208976	208976	3	195241,195553,208897,	195327,195732,208976,
FAM20C	ENST00000471328	7	+	195624	197575	197575	197575	2	195624,197129,	195732,197575,
FAM20C	ENST00000515795	7	+	245894	260745	260745	260745	7	245894,248314,255848,256653,257004,258645,259730,	246507,248430,256029,256763,257086,258705,260745,
FAM20C	ENST00000512382	7	+	256194	257453	257453	257453	2	256194,257004,	256763,257453,
AC145676.1	ENST00000514988	7	-	227553	229557	229557	229557	1	227553,	229557,
AC187653.1	ENST00000506382	7	+	290169	291488	290169	291488	3	290169,290652,291062,	290276,290821,291488,
AC187653.1	ENST00000510017	7	+	291343	294422	291343	291488	2	291343,294232,	291683,294422,
AC188616.1	ENST00000670013	7	-	329775	333172	333172	333172	3	329775,332046,333087,	331363,332209,333172,
AC226118.1	ENST00000515213	7	+	379358	382712	382712	382712	3	379358,380417,380848,	379543,380514,382712,
AC188617.1	ENST00000659509	7	+	425372	430834	430834	430834	2	425372,427280,	425716,430834,
AC188617.1	ENST00000664509	7	+	425481	439389	439389	439389	2	425481,437703,	425716,439389,
AC188617.1	ENST00000652788	7	+	425482	428341	428341	428341	2	425482,427294,	425716,428341,
AC188617.2	ENST00000665027	7	+	446280	448823	448823	448823	2	446280,446643,	446384,448823,
AC147651.3	ENST00000434541	7	-	484106	496118	496118	496118	3	484106,494843,495904,	484199,494956,496118,
PDGFA	ENST00000402802	7	-	497257	519409	498563	519001	6	497257,501115,510808,512350,517393,518938,	498574,501242,510996,512455,517490,519409,
PDGFA	ENST00000354513	7	-	498308	519394	500443	519001	7	498308,500430,501115,510808,512350,517393,518938,	498574,500499,501242,510996,512455,517490,519394,
PDGFA	ENST00000400761	7	-	498492	518508	498563	518508	6	498492,501115,510808,512350,517393,518418,	498574,501242,510996,512455,517490,518508,
PDGFA	ENST00000482462	7	-	500777	513467	513467	513467	3	500777,510808,512350,	501242,510996,513467,
PDGFA	ENST00000405692	7	-	512356	520296	512356	519001	4	512356,517393,518938,519959,	512455,517490,519068,520296,
PDGFA	ENST00000426681	7	-	512444	520208	520208	520208	3	512444,517393,519959,	512455,517490,520208,
AC147651.1	ENST00000452622	7	+	520390	525232	525232	525232	3	520390,524079,524853,	523316,524280,525232,
AC147651.1	ENST00000663680	7	+	522541	525233	525233	525233	3	522541,524079,524853,	522703,524280,525233,
AC147651.1	ENST00000662957	7	+	522553	525238	525238	525238	2	522553,524079,	522703,525238,
AC147651.1	ENST00000656962	7	+	522572	525232	525232	525232	3	522572,524079,524364,	522703,524280,525232,
PRKAR1B	ENST00000544935	7	-	549196	712940	550429	711505	11	549196,551388,579255,584507,596145,606192,607390,677228,680555,711328,712847,	550602,551470,579377,584568,596304,606239,607452,677320,680726,711527,712940,
PRKAR1B	ENST00000406797	7	-	549197	713207	550429	711505	11	549197,551388,579255,584507,596145,606192,607390,677228,680555,711328,713054,	550602,551470,579377,584568,596304,606239,607452,677320,680726,711527,713207,
PRKAR1B	ENST00000537384	7	-	549197	727281	550429	711505	11	549197,551388,579255,584507,596145,606192,607390,677228,680555,711328,727209,	550602,551470,579377,584568,596304,606239,607452,677320,680726,711527,727281,
PRKAR1B	ENST00000403562	7	-	549741	727650	550429	711505	11	549741,551388,579255,584507,596145,606192,607390,677228,680555,711328,727589,	550602,551470,579377,584568,596304,606239,607452,677320,680726,711527,727650,
PRKAR1B	ENST00000360274	7	-	549749	712572	550429	711505	11	549749,551388,579255,584507,596145,606192,607390,677228,680555,711328,712413,	550602,551470,579377,584568,596304,606239,607452,677320,680726,711527,712572,
PRKAR1B	ENST00000400758	7	-	550269	602683	550429	602683	6	550269,551388,579255,584507,596145,602552,	550602,551470,579377,584568,596304,602683,
PRKAR1B	ENST00000430040	7	-	579255	712940	579255	711505	9	579255,584507,596145,606192,607390,677228,680555,711328,712847,	579377,584568,596304,606239,607452,677320,680726,711527,712940,
PRKAR1B	ENST00000414568	7	-	596179	691794	596179	691551	6	596179,606192,607390,677228,680555,691539,	596304,606239,607452,677320,680726,691794,
PRKAR1B	ENST00000417852	7	-	607395	727341	607395	711505	5	607395,677228,680555,711328,727209,	607452,677320,680726,711527,727341,
PRKAR1B	ENST00000456696	7	-	680555	713069	680555	711505	3	680555,711328,712921,	680726,711527,713069,
PRKAR1B	ENST00000488474	7	-	696712	727237	727237	727237	3	696712,711328,727209,	697102,711527,727237,
PRKAR1B	ENST00000478198	7	-	716618	726977	726977	726977	2	716618,726603,	716846,726977,
AC147651.2	ENST00000453149	7	+	561957	565619	565619	565619	2	561957,565100,	562010,565619,
AC147651.4	ENST00000429872	7	+	603184	608482	608482	608482	2	603184,607864,	603297,608482,
DNAAF5	ENST00000297440	7	+	726698	786475	726720	785653	13	726698,729662,740818,741346,754588,756781,761752,763805,770470,774047,775005,779952,785516,	727315,729847,740943,741465,754821,756994,761896,763974,770618,774198,775162,780144,786475,
DNAAF5	ENST00000437419	7	+	727218	756792	727218	756792	5	727218,740818,741346,754588,756781,	727315,740943,741465,754821,756792,
DNAAF5	ENST00000438961	7	+	727251	750953	750953	750953	5	727251,729662,740818,741346,750867,	727315,729847,740943,741465,750953,
DNAAF5	ENST00000440747	7	+	727254	786031	727254	785653	13	727254,729724,740818,741346,754588,756781,761752,763805,770470,774047,775005,779952,785516,	727315,729847,740943,741465,754821,756994,761896,763974,770618,774198,775162,780144,786031,
DNAAF5	ENST00000491496	7	+	763906	772975	772975	772975	2	763906,770470,	763974,772975,
DNAAF5	ENST00000403952	7	+	768474	786044	769147	785653	6	768474,770470,774047,775005,779952,785516,	769205,770618,774198,775162,780144,786044,
DNAAF5	ENST00000486546	7	+	778181	779984	779984	779984	2	778181,779952,	778685,779984,
DNAAF5	ENST00000461576	7	+	779903	785573	785573	785573	2	779903,785516,	780144,785573,
SUN1	ENST00000427969	7	+	816614	842568	842568	842568	4	816614,838797,841945,842481,	816673,838986,842130,842568,
SUN1	ENST00000450538	7	+	816614	843006	843006	843006	5	816614,832504,838797,841945,842966,	816673,832601,838986,842130,843006,
SUN1	ENST00000389574	7	+	816614	874902	838870	873331	18	816614,838797,841945,843205,843340,851949,852608,852809,853408,854919,856357,857827,860127,861379,865951,869348,872469,873214,	816673,838986,842130,843232,843520,852043,852667,852952,853618,855006,856401,857957,860382,861464,866067,869516,872562,874902,
SUN1	ENST00000457378	7	+	816614	843872	817456	843636	7	816614,817279,832504,838797,841945,843205,843340,	816673,817499,832601,838986,842130,843232,843872,
SUN1	ENST00000452783	7	+	816614	874920	832524	873331	17	816614,832504,838797,841945,851949,852608,852812,853408,854919,856357,857827,860127,861379,865951,869348,872469,873214,	816673,832601,838986,842130,852043,852667,852952,853618,855006,856401,857957,860382,861464,866067,869516,872562,874920,
SUN1	ENST00000435699	7	+	816622	843385	832524	843385	7	816622,832019,832504,838797,841945,843205,843340,	816673,832101,832601,838986,842130,843232,843385,
SUN1	ENST00000440380	7	+	816642	838986	832524	838986	4	816642,817279,832504,838797,	816673,817499,832601,838986,
SUN1	ENST00000439679	7	+	816754	842086	832524	842086	5	816754,832019,832504,838797,841945,	816871,832101,832601,838986,842086,
SUN1	ENST00000424128	7	+	816865	838986	832524	838986	5	816865,817279,832019,832504,838797,	816910,817499,832101,832601,838986,
SUN1	ENST00000457598	7	+	830929	842035	832524	842035	5	830929,832019,832504,838797,841945,	831034,832101,832601,838986,842035,
SUN1	ENST00000421580	7	+	831921	842019	832524	842019	4	831921,832504,838797,841945,	832101,832601,838986,842019,
SUN1	ENST00000401592	7	+	832475	874934	832524	873331	19	832475,838797,841945,843205,843340,851383,851949,852608,852809,853408,854919,856357,857827,860127,861379,865951,869348,872469,873214,	832601,838986,842130,843232,843520,851482,852043,852667,852952,853618,855006,856401,857957,860382,861464,866067,869516,872562,874934,
SUN1	ENST00000340926	7	+	832500	850767	850767	850767	7	832500,838797,841945,843205,843340,848417,849519,	832601,838986,842130,843232,843520,848615,850767,
SUN1	ENST00000405266	7	+	832500	874900	832524	873331	20	832500,838797,841945,843205,843340,849922,851383,851949,852608,852809,853408,854919,856357,857827,860127,861379,865951,869348,872469,873214,	832601,838986,842130,843232,843520,850033,851482,852043,852667,852952,853618,855006,856401,857957,860382,861464,866067,869516,872562,874900,
SUN1	ENST00000413171	7	+	832500	874902	874902	874902	21	832500,838797,841945,843205,843340,848417,849519,849922,851383,851949,852608,853408,854919,856357,857827,860127,861379,865951,869348,872469,873214,	832601,838986,842130,843232,843520,848615,849603,850033,851482,852043,852952,853618,855006,856401,857957,860382,861464,866067,869516,872562,874902,
SUN1	ENST00000403868	7	+	832502	843818	832524	843636	5	832502,838797,841945,843205,843340,	832601,838986,842130,843232,843818,
SUN1	ENST00000467483	7	+	832504	843834	843834	843834	5	832504,838797,841945,843205,843340,	832601,838986,842130,843232,843834,
SUN1	ENST00000425407	7	+	832504	874920	838870	873331	18	832504,838797,841945,843205,843340,851949,852608,852809,853408,854919,856357,857827,860127,861379,865951,869348,872469,873214,	832601,838986,842130,843232,843520,852043,852667,852952,853618,855006,856401,857957,860382,861464,866067,869516,872562,874920,
SUN1	ENST00000483996	7	+	832506	839180	839180	839180	2	832506,838797,	832601,839180,
SUN1	ENST00000469755	7	+	832954	842073	842073	842073	3	832954,838797,841945,	833229,838986,842073,
SUN1	ENST00000450881	7	+	838795	852651	838795	852651	4	838795,841945,851949,852608,	838986,842130,852043,852651,
SUN1	ENST00000493681	7	+	841815	848421	848421	848421	4	841815,843205,843340,848417,	842130,843232,843520,848421,
SUN1	ENST00000477950	7	+	841911	843669	843669	843669	3	841911,843205,843340,	842130,843232,843669,
SUN1	ENST00000471349	7	+	842920	848494	848494	848494	3	842920,843340,848417,	843232,843520,848494,
SUN1	ENST00000419312	7	+	843340	851481	843340	851481	4	843340,849519,849922,851383,	843520,849603,850033,851481,
SUN1	ENST00000429178	7	+	843369	874899	843369	873331	17	843369,848417,849519,851383,851949,852608,852809,853408,854919,856357,857827,860127,861379,865951,869348,872469,873214,	843520,848615,849603,851482,852043,852667,852952,853618,855006,856401,857957,860382,861464,866067,869516,872562,874899,
SUN1	ENST00000433212	7	+	848607	874902	848607	873331	17	848607,849519,849922,851383,851949,852608,852809,853408,854919,856357,857827,860127,861379,865951,869348,872469,873214,	848615,849603,850033,851482,852043,852667,852952,853618,855006,856401,857957,860382,861464,866067,869516,872562,874902,
SUN1	ENST00000464442	7	+	849800	852907	852907	852907	5	849800,851383,851949,852608,852812,	850033,851482,852043,852667,852907,
SUN1	ENST00000480475	7	+	849816	852878	852878	852878	4	849816,851383,851949,852608,	850033,851482,852043,852878,
SUN1	ENST00000488628	7	+	851166	852824	852824	852824	3	851166,851949,852608,	851482,852043,852824,
SUN1	ENST00000463848	7	+	851549	852773	852773	852773	2	851549,852608,	852043,852773,
SUN1	ENST00000457861	7	+	851949	896435	851949	886639	17	851949,852608,852812,853408,856357,857827,860127,861379,865951,886055,886568,887369,890927,892277,893739,893898,895333,	852043,852667,852952,853618,856401,857957,860382,861464,866067,886134,886650,887519,891066,892418,893815,893971,896435,
SUN1	ENST00000459810	7	+	852191	852902	852902	852902	2	852191,852809,	852667,852902,
SUN1	ENST00000475971	7	+	852246	874902	874902	874902	10	852246,854919,856357,857827,860127,861379,865951,869348,872469,873214,	853618,855006,856401,857957,860382,861464,866067,869516,872562,874902,
SUN1	ENST00000497943	7	+	868473	874902	874902	874902	3	868473,872469,873214,	869516,872562,874902,
GET4	ENST00000265857	7	+	876553	896436	876645	895422	9	876553,886055,886568,887369,890927,892277,893739,893898,895333,	876800,886134,886650,887519,891066,892418,893815,893971,896436,
GET4	ENST00000412734	7	+	877904	891066	886059	891066	5	877904,886055,886568,887369,890927,	878327,886134,886650,887519,891066,
GET4	ENST00000407192	7	+	883542	896436	886059	895422	8	883542,886568,887369,890927,892277,893739,893898,895333,	886134,886650,887519,891066,892418,893815,893971,896436,
GET4	ENST00000441491	7	+	884023	887519	884203	887519	4	884023,886055,886568,887369,	884394,886134,886650,887519,
GET4	ENST00000426056	7	+	887032	891054	887058	891054	3	887032,887369,890927,	887257,887519,891054,
GET4	ENST00000483469	7	+	887485	892474	892474	892474	3	887485,890927,892277,	887519,891066,892474,
GET4	ENST00000464468	7	+	892299	895658	895658	895658	3	892299,893739,895333,	892418,893971,895658,
AC073957.3	ENST00000609998	7	-	879789	886547	886547	886547	1	879789,	886547,
ADAP1	ENST00000265846	7	-	897899	954680	898920	954477	11	897899,899032,899418,900101,900532,904125,905059,919967,926552,935374,954395,	898949,899261,899490,900164,900616,904272,905172,920050,926644,935505,954680,
ADAP1	ENST00000449296	7	-	897900	927216	898920	926641	10	897900,899032,899418,900101,900532,904125,905059,919967,926552,927055,	898949,899261,899490,900164,900616,904272,905172,920050,926644,927216,
ADAP1	ENST00000539900	7	-	897900	955407	898920	955407	11	897900,899032,899418,900101,900532,904125,905059,919967,926552,935374,955292,	898949,899261,899490,900164,900616,904272,905172,920050,926644,935505,955407,
ADAP1	ENST00000611167	7	-	897900	945816	898920	926641	11	897900,899032,899418,900101,900532,904125,905059,919967,926552,935374,945761,	898949,899261,899490,900164,900616,904272,905172,920050,926644,935505,945816,
ADAP1	ENST00000617043	7	-	897900	920889	898920	920803	9	897900,899032,899418,900101,900532,904125,905059,919967,920783,	898949,899261,899490,900164,900616,904272,905172,920050,920889,
ADAP1	ENST00000649206	7	-	897902	954697	898920	954477	11	897902,899032,899418,900101,900532,904125,905059,919967,926552,935374,954395,	898949,899261,899490,900164,900613,904272,905172,920050,926644,935505,954697,
ADAP1	ENST00000446141	7	-	897908	927216	898920	927216	10	897908,899032,899418,900101,900532,904125,905059,919967,926552,927055,	898949,899261,899490,900164,900616,904272,905172,920050,926644,927216,
ADAP1	ENST00000478000	7	-	897909	905616	905616	905616	7	897909,899032,899418,900101,900532,904125,905059,	898949,899261,899490,900164,900616,904272,905616,
ADAP1	ENST00000495809	7	-	897944	901399	901399	901399	5	897944,899032,899418,900101,900532,	898949,899261,899490,900164,901399,
ADAP1	ENST00000453175	7	-	898916	905077	898920	905077	8	898916,899032,899418,900101,900532,900935,904125,905059,	898949,899261,899490,900164,900616,901031,904272,905077,
ADAP1	ENST00000437486	7	-	899464	920889	899464	920889	7	899464,900101,900532,904125,905059,919967,920783,	899490,900164,900616,904272,905172,920050,920889,
ADAP1	ENST00000454383	7	-	900141	935180	900141	935180	7	900141,900532,904125,905059,919967,926552,935146,	900164,900616,904272,905172,920050,926644,935180,
ADAP1	ENST00000453823	7	-	900532	927514	900532	927514	6	900532,904125,905059,919967,926552,927473,	900616,904272,905172,920050,926644,927514,
ADAP1	ENST00000481406	7	-	903956	905138	905138	905138	2	903956,905059,	904272,905138,
ADAP1	ENST00000463358	7	-	904151	945816	945816	945816	6	904151,905059,919967,926552,935374,945761,	904272,905172,920050,926644,935505,945816,
ADAP1	ENST00000477906	7	-	904186	955350	955350	955350	6	904186,905059,919967,926552,935374,955276,	904272,905172,920050,926644,935505,955350,
